Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"He was both French and Muslim , an existential integration eviscerated by the longstanding Islamophobic discourse in France, and ignored by the media firestorm following the attack .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Although the first victim of the attack , Ahmed Merabat's story was shot down from the news headlines .",assumption,aljazeera,,,,,,,,,,,,,,,
And his name and face absent from the ongoing stream of reports and narratives emanating from Paris on Wednesday .,assumption,aljazeera,,,,,,,,,,,,,,,
"Inserting him into the story, and countering the barrage of vile Muslim representations with a rebuttal of victimhood and valour , will likely save lives in France .",assumption,aljazeera,,,,,,,,,,,,,,,
"Most importantly, retelling the story from the perspective of Ahmed Merabat will not only reveal that Muslim and French identity are reconcilable, but also resilient .",assumption,aljazeera,,,,,,,,,,,,,,,
"Most importantly, retelling the story from the perspective of Ahmed Merabat will not only reveal that Muslim and French identity are reconcilable, but also resilient .",assumption,aljazeera,,,,,,,,,,,,,,,
Moscow's latest tests of intercontinental missiles and its parading of nuclear capable strategic bombers have rightly prompted international concern .,assumption,aljazeera,,,,,,,,,,,,,,,
"In December 2014, Russian Foreign Minister Sergei Lavrov implied that Russia might be moving nuclear weapons to Crimea .",anecdote,aljazeera,,,,,,,,,,,,,,,
"From violations of airspace to near mid-air collisions, the number of incidents between Russia and NATO has soared dramatically , increasing the danger of an unintended escalation .",assumption,aljazeera,,,,,,,,,,,,,,,
"Yet ,  it is rarely mentioned that NATO, too, is back in the game of nuclear deterrence .",assumption,aljazeera,,,,,,,,,,,,,,,
Washington has recently sent its nuclear capable B-2 and B-52 to Europe for training missions with its NATO partners .,assumption,aljazeera,,,,,,,,,,,,,,,
It also continues to test intercontinental ballistic missiles .,assumption,aljazeera,,,,,,,,,,,,,,,
"Most problematically , the western military alliance is currently modernising the air-launched nuclear gravity bombs that fall under NATO's nuclear sharing initiative .",assumption,aljazeera,,,,,,,,,,,,,,,
"It is a warm afternoon and thick clouds hang over the houses and farmyards of Buchel, a small village in western Germany and home to 20 of NATO's remaining thermonuclear bombs on European soil .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Or so we can only speculate, for the exact location of these approximately 180 air-launched B61 weapons is of course secret .",assumption,aljazeera,,,,,,,,,,,,,,,
The local baker smiles uneasily when I ask her about the base and is quick to assure me that there is nothing to see .,anecdote,aljazeera,,,,,,,,,,,,,,,
"After a 20-minute walk through muddy fields, I can glimpse a large barbed wire fence on the horizon and what seems to be a succession of bunkeresque fortifications .",anecdote,aljazeera,,,,,,,,,,,,,,,
A biting smell of kerosene creeps up my nose .,anecdote,aljazeera,,,,,,,,,,,,,,,
A sign warns me that soldiers may make use of their weapons if I enter .,anecdote,aljazeera,,,,,,,,,,,,,,,
"As I walk back across the fields , I frighten a herd of deer that scramble into the bushes .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Suddenly ,  a jet plane soars into the sky with a deafening thunder .",anecdote,aljazeera,,,,,,,,,,,,,,,
"In the event of a nuclear war, it would most likely be heading East from here .",assumption,aljazeera,,,,,,,,,,,,,,,
"Designed in the 1960s for use by high-speed aircraft , the thermonuclear B61 is a versatile weapon that comes both as an intermediate range strategic and a short-range tactical weapon with a wide variety of yields .",assumption,aljazeera,,,,,,,,,,,,,,,
"A relic of the early Cold War , it is not just a US but a ""NATO weapon"" in that its stationing and delivery also involves non-nuclear member states , such as Belgium, Germany, Italy, the Netherlands and Turkey .",assumption,aljazeera,,,,,,,,,,,,,,,
Tactical nukes are particularly problematic because their short range provides the missing link between a localised conventional war and a highly improbable global exchange of strategic nuclear missiles between Moscow and Washington .,assumption,aljazeera,,,,,,,,,,,,,,,
Tactical nuclear weapons are no status quo weapons .,assumption,aljazeera,,,,,,,,,,,,,,,
"Their battlefield purpose increases the chance of a nuclear escalation , which is why the superpowers removed most of them from Central Europe in the late 1980s and early 1990s .",assumption,aljazeera,,,,,,,,,,,,,,,
"If everything goes to plan , the controversial B61 weapons will be modernised by around 2020 .",assumption,aljazeera,,,,,,,,,,,,,,,
"This ""life extension programme"" is not simply an initiative to replace rusty old nukes with shiny new ones , but an attempt to increase their accuracy , to replace free fall with precision guided bombs .",assumption,aljazeera,,,,,,,,,,,,,,,
"Ultimately, this will transform the B61 into a new kind of weapon and undermine any pretence that the West is still in the game of denuclearisation .",assumption,aljazeera,,,,,,,,,,,,,,,
"Interestingly, plans to modernise the B61 were initiated in April 2010, only shortly after NATO decided to scrap its nuclear missile shield in Eastern Europe and in the same month that the two largest nuclear powers signed a new Strategic Arms Reductions Treaty .",assumption,aljazeera,,,,,,,,,,,,,,,
"How does NATO explain this nuclear relapse precisely at a time when the alliance had just ""reset"" its relations with Russia? And what role does the B61 play in the Ukrainian proxy war?  Jamie Shea is famous in Brussels for his rhetorical skill, expressive body language and London twang .",assumption,aljazeera,,,,,,,,,,,,,,,
"""He could sell you a landmine if he wanted to"" , an activist once told me about the man who spun NATO's war against Serbia to a lethargic European public 15 years ago .",anecdote,aljazeera,,,,,,,,,,,,,,,
The alliance's Deputy Assistant Secretary General has come to University College London to talk to students about the Ukrainian crisis and Europe's new security architecture .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Charming his audience with jokes and anecdotes , Shea tells the story of an underfunded alliance that urgently needs to up its military game if it wants to stand up to Putin's Russia .",anecdote,aljazeera,,,,,,,,,,,,,,,
"He is excited about NATO's new ""very high readiness joint task force"" and about new and larger planned NATO manoeuvrrs in Eastern Europe .",anecdote,aljazeera,,,,,,,,,,,,,,,
One topic he has precious little to say about is the alliance's nuclear policy .,assumption,aljazeera,,,,,,,,,,,,,,,
"When I prompt him , Shea explains that while the life extension programme was originally meant to provide NATO with a bargaining chip for future nuclear disarmament talks with the Kremlin , Russia's involvement in Eastern Ukraine fundamentally altered the strategic context , rendering the B61 ""once again a part of NATO's deterrence posture"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"""I'm not nostalgic for the Cold War"" , he laughs , ""but you have to prepare for Cold War mark two even if you don't want it"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"In this, Shea is on the same page as US Secretary of State John Kerry who recently claimed that the crisis in Ukraine was calling NATO ""back to the role that this alliance was originally created to perform"" .",assumption,aljazeera,,,,,,,,,,,,,,,
"Why this relapse to what Shea calls ""the nuclear game""?  The first part of the answer lies in NATO's recent failures .",assumption,aljazeera,,,,,,,,,,,,,,,
"Clearly, the stand off with Russia is a welcome distraction from its fiasco in Afghanistan and the alliance's lack of a purpose in the absence of Milosevic or Gaddafi .",assumption,aljazeera,,,,,,,,,,,,,,,
"Yet ,  there is more to this than just an identity crisis .",assumption,aljazeera,,,,,,,,,,,,,,,
"NATO , as Trine Flockhardt so aptly puts it , is something of a ""nuclear addict"" - it hangs on to its nuclear weapons despite frequently declaring its desire to abandon them .",assumption,aljazeera,,,,,,,,,,,,,,,
Both US President Obama and NATO's new General Secretary Stoltenberg are known advocates of nuclear disarmament - but in 2014 their alliance is stepping up its nuclear deterrence and the US administration is pouring $1trn into the future of its nuclear weapons systems .,assumption,aljazeera,,,,,,,,,,,,,,,
"There are obvious pressures behind this nuclear habit, from the nuclear arms industry via hawkish politicians and generals to certain Eastern European NATO members - but the real issue is a lack of public scrutiny .",assumption,aljazeera,,,,,,,,,,,,,,,
"In the UK, the debate about nuclear weapons tends to concentrate on Britain's nuclear submarines and what would happen to them if Scotland declared independence .",assumption,aljazeera,,,,,,,,,,,,,,,
The US is currently preoccupied with the safety of its nuclear silos .,assumption,aljazeera,,,,,,,,,,,,,,,
"These issues are of course important , but they should not cause us to overlook NATO's nuclear relapse .",assumption,aljazeera,,,,,,,,,,,,,,,
People like Shea publicly admit their relief that the public has kept so quiet about nuclear weapons since the end of the Cold War .,assumption,aljazeera,,,,,,,,,,,,,,,
"Indeed ,  governments remember all too well their predecessors' struggles with the peace and anti-nuclear movement of the 1980s .",assumption,aljazeera,,,,,,,,,,,,,,,
"This is why today's NATO does ""not want to wake up a sleeping dog"" , he explains .",testimony,aljazeera,,,,,,,,,,,,,,,
"In 2014, the spotlight briefly returned to that one-time symbol of division in Europe, the Berlin wall .",assumption,aljazeera,,,,,,,,,,,,,,,
"Even Mikhail Gorbachev attended the festivities on November 9, a spectacle of lights, balloons and emotions .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Twenty-five years after its fall, the Berlin wall is one of the world's most heavily memorialised sites, a tourist attraction like few other 20th century structures .",assumption,aljazeera,,,,,,,,,,,,,,,
